snapshot_date,requisition_id,requisition_title,business_unit_code,job_family_code,job_level_code,work_location,hiring_manager_id,recruiter_id,requisition_status,approval_date,target_hire_date,target_offer_acceptance_date,requested_positions,openings_position,cancelled_positions,hiring_constraint_code,updated_at,extracted_at
2025-12-31,REQ-2025-00010,IT Systems Engineer,ENG,ITS,L2,Berlin,HM-0114,REC-19,open,2025-12-06,2026-04-06,2026-02-28,1,2,0,no_material_constraint,2025-12-06T10:05:28Z,2026-05-31T23:59:59Z
2026-01-31,REQ-2025-00004,Data Engineer,OPS,DAT,L2,Dublin,HM-0041,REC-22,cancelled,2025-07-08,2025-12-10,2025-11-03,0,0,1,no_material_constraint,2025-10-03T17:32:23Z,2026-05-31T23:59:59Z
2026-01-31,REQ-2025-00006,Account Executive,SAL,SLS,L2,Dublin,HM-0076,REC-21,filled,2025-09-11,2025-11-24,2025-10-18,1,0,0,no_material_constraint,2025-10-05T10:09:47Z,2026-05-31T23:59:59Z
2026-01-31,REQ-2025-00007,Manager IT Systems Engineer,ENG,ITS,L5,Austin,HM-0003,REC-03,filled,2025-09-12,2025-11-10,2025-09-19,1,0,0,hiring_manager_delay,2025-11-11T19:12:45Z,2026-05-31T23:59:59Z
2026-01-31,REQ-2025-00008,Software Engineer,ENG,SWE,L2,Toronto,HM-0005,REC-11,open,2025-10-24,2026-08-31,2026-07-31,1,2,0,no_material_constraint,2025-10-24T19:32:46Z,2026-05-31T23:59:59Z
2026-01-31,REQ-2025-00009,Senior Operations Specialist,OPS,OPS,L3,London,HM-0132,REC-13,filled,2025-11-12,2026-02-23,2026-01-15,1,0,0,no_material_constraint,2026-01-06T16:16:05Z,2026-05-31T23:59:59Z
2026-01-31,REQ-2025-00010,IT Systems Engineer,ENG,ITS,L2,Berlin,HM-0114,REC-19,open,2025-12-06,2026-04-06,2026-02-28,1,2,0,no_material_constraint,2025-12-06T10:05:28Z,2026-05-31T23:59:59Z
2026-02-28,REQ-2025-00007,Manager IT Systems Engineer,ENG,ITS,L5,Austin,HM-0003,REC-03,filled,2025-09-12,2025-11-10,2025-09-19,1,0,0,hiring_manager_delay,2025-11-11T19:12:45Z,2026-05-31T23:59:59Z
2026-02-28,REQ-2025-00008,Software Engineer,ENG,SWE,L2,Toronto,HM-0005,REC-11,open,2025-10-24,2026-08-31,2026-07-31,1,2,0,no_material_constraint,2025-10-24T19:32:46Z,2026-05-31T23:59:59Z
2026-02-28,REQ-2025-00009,Senior Operations Specialist,OPS,OPS,L3,London,HM-0132,REC-13,filled,2025-11-12,2026-02-23,2026-01-15,1,0,0,no_material_constraint,2026-01-06T16:16:05Z,2026-05-31T23:59:59Z
2026-02-28,REQ-2025-00010,IT Systems Engineer,ENG,ITS,L2,Berlin,HM-0114,REC-19,open,2025-12-06,2026-04-06,2026-02-28,1,2,0,no_material_constraint,2025-12-06T10:05:28Z,2026-05-31T23:59:59Z
2026-02-28,REQ-2026-00001,Operations Specialist,SAL,OPS,L2,Dublin,HM-0122,REC-09,open,2026-02-16,2026-05-04,2026-03-27,1,2,0,qualified_candidates,2026-02-16T14:07:19Z,2026-05-31T23:59:59Z
2026-03-31,REQ-2025-00008,Software Engineer,ENG,SWE,L2,Toronto,HM-0005,REC-11,open,2025-10-24,2026-08-31,2026-07-31,1,2,0,no_material_constraint,2025-10-24T19:32:46Z,2026-05-31T23:59:59Z
2026-03-31,REQ-2025-00009,Senior Operations Specialist,OPS,OPS,L3,London,HM-0132,REC-13,filled,2025-11-12,2026-02-23,2026-01-15,1,0,0,no_material_constraint,2026-01-06T16:16:05Z,2026-05-31T23:59:59Z
2026-03-31,REQ-2025-00010,IT Systems Engineer,ENG,ITS,L2,Berlin,HM-0114,REC-19,open,2025-12-06,2026-06-05,2026-04-29,1,2,0,no_material_constraint,2026-03-15T18:22:59Z,2026-05-31T23:59:59Z
2026-03-31,REQ-2026-00001,Operations Specialist,SAL,OPS,L2,Dublin,HM-0122,REC-09,filled,2026-02-16,2026-05-04,2026-03-27,1,0,0,qualified_candidates,2026-03-24T15:41:41Z,2026-05-31T23:59:59Z
2026-03-31,REQ-2026-00002,Manager Operations Specialist,OPS,OPS,L5,Toronto,HM-0145,REC-18,open,2026-03-20,2026-08-24,2026-06-22,1,2,0,niche_skills,2026-03-20T13:49:46Z,2026-05-31T23:59:59Z
2026-04-30,REQ-2025-00008,Software Engineer,ENG,SWE,L2,Toronto,HM-0005,REC-11,open,2025-10-24,2026-08-31,2026-07-31,1,2,0,no_material_constraint,2025-10-24T19:32:46Z,2026-05-31T23:59:59Z
2026-04-30,REQ-2025-00009,Senior Operations Specialist,OPS,OPS,L3,London,HM-0132,REC-13,filled,2025-11-12,2026-02-23,2026-01-15,1,0,0,no_material_constraint,2026-01-06T16:16:05Z,2026-05-31T23:59:59Z
2026-04-30,REQ-2025-00010,IT Systems Engineer,ENG,ITS,L2,Berlin,HM-0114,REC-19,open,2025-12-06,2026-06-05,2026-04-29,1,2,0,qualified_candidates,2026-04-30T10:59:43Z,2026-05-31T23:59:59Z
2026-04-30,REQ-2026-00001,Operations Specialist,SAL,OPS,L2,Dublin,HM-0122,REC-09,filled,2026-02-16,2026-05-04,2026-03-27,1,0,0,qualified_candidates,2026-03-24T15:41:41Z,2026-05-31T23:59:59Z
2026-04-30,REQ-2026-00002,Manager Operations Specialist,OPS,OPS,L5,Toronto,HM-0145,REC-18,open,2026-03-20,2026-08-24,2026-06-22,1,2,0,niche_skills,2026-03-20T13:49:46Z,2026-05-31T23:59:59Z
2026-04-30,REQ-2026-00003,Operations Specialist,OPS,OPS,L2,Austin,HM-0057,REC-05,open,2026-04-07,2026-12-14,2026-11-04,1,2,0,qualified_candidates,2026-04-07T13:06:23Z,2026-05-31T23:59:59Z
2026-05-31,REQ-2024-00001,Software Engineer,ENG,SWE,L2,Toronto,HM-0064,REC-22,filled,2024-01-06,2024-04-29,2024-03-24,1,0,0,no_material_constraint,2024-02-25T17:47:24Z,2026-05-31T23:59:59Z
2026-05-31,REQ-2024-00002,Associate Account Executive,SAL,SLS,L1,Dublin,HM-0095,REC-04,filled,2024-01-12,2024-02-26,2024-02-02,2,0,0,no_material_constraint,2024-02-13T11:51:18Z,2026-05-31T23:59:59Z
2026-05-31,REQ-2024-00003,Data Engineer,ENG,DAT,L2,Remote,HM-0109,REC-17,filled,2024-01-19,2024-04-22,2024-03-20,1,0,0,hiring_manager_delay,2024-06-24T12:06:00Z,2026-05-31T23:59:59Z
2026-05-31,REQ-2024-00004,Customer Success Manager,CSX,CSM,L2,Berlin,HM-0123,REC-16,filled,2024-02-12,2024-07-04,2024-05-30,1,0,0,no_material_constraint,2024-05-14T17:27:06Z,2026-05-31T23:59:59Z
2026-05-31,REQ-2024-00005,Associate Account Executive,SAL,SLS,L1,Remote,HM-0082,REC-08,filled,2024-03-05,2024-06-03,2024-05-05,1,0,0,no_material_constraint,2024-04-09T10:01:00Z,2026-05-31T23:59:59Z
2026-05-31,REQ-2024-00006,Senior Product Manager,PRD,PDM,L3,Austin,HM-0141,REC-18,filled,2024-03-06,2024-06-10,2024-05-04,1,0,0,no_material_constraint,2024-05-04T12:59:55Z,2026-05-31T23:59:59Z
2026-05-31,REQ-2024-00007,Senior Customer Success Manager,CSX,CSM,L3,Toronto,HM-0066,REC-02,filled,2024-05-14,2024-08-05,2024-07-01,2,0,0,compensation,2024-06-27T11:31:33Z,2026-05-31T23:59:59Z
2026-05-31,REQ-2024-00008,Software Engineer,ENG,SWE,L2,Berlin,HM-0044,REC-10,filled,2024-06-08,2024-09-16,2024-08-12,1,0,0,interview_capacity,2024-08-03T09:18:30Z,2026-05-31T23:59:59Z
2026-05-31,REQ-2024-00009,IT Systems Engineer,GNA,ITS,L2,Dublin,HM-0058,REC-01,filled,2024-08-01,2025-01-27,2024-12-26,1,0,0,no_material_constraint,2024-09-13T09:34:32Z,2026-05-31T23:59:59Z
2026-05-31,REQ-2024-00010,Director Software Engineer,ENG,SWE,L6,Dublin,HM-0129,REC-07,cancelled,2024-10-22,2025-02-03,2024-11-11,0,0,1,no_material_constraint,2024-11-26T13:32:40Z,2026-05-31T23:59:59Z
2026-05-31,REQ-2024-00011,IT Systems Engineer,GNA,ITS,L2,Austin,HM-0132,REC-10,filled,2024-11-11,2024-12-23,2024-11-18,1,0,0,no_material_constraint,2024-12-24T12:26:36Z,2026-05-31T23:59:59Z
2026-05-31,REQ-2024-00012,Product Manager,PRD,PDM,L2,Austin,HM-0121,REC-12,filled,2024-12-08,2025-03-17,2025-02-14,1,0,0,hiring_manager_delay,2025-02-09T18:23:13Z,2026-05-31T23:59:59Z
2026-05-31,REQ-2025-00001,Account Executive,SAL,SLS,L2,Austin,HM-0100,REC-07,filled,2025-02-12,2026-04-20,2026-03-14,1,0,0,no_material_constraint,2025-05-07T16:52:30Z,2026-05-31T23:59:59Z
2026-05-31,REQ-2025-00002,Senior Marketing Specialist,SAL,MKT,L3,Dublin,HM-0101,REC-11,filled,2025-02-16,2025-08-17,2025-07-10,1,0,0,candidate_availability,2025-07-22T16:54:16Z,2026-05-31T23:59:59Z
2026-05-31,REQ-2025-00003,Customer Success Manager,CSX,CSM,L2,Remote,HM-0059,REC-05,filled,2025-04-07,2025-08-25,2025-07-20,4,0,0,no_material_constraint,2025-05-21T18:36:57Z,2026-05-31T23:59:59Z
2026-05-31,REQ-2025-00004,Data Engineer,OPS,DAT,L2,Dublin,HM-0041,REC-22,cancelled,2025-07-08,2025-12-10,2025-11-03,0,0,1,no_material_constraint,2025-10-03T17:32:23Z,2026-05-31T23:59:59Z
2026-05-31,REQ-2025-00005,Lead Account Executive,SAL,SLS,L4,Austin,HM-0062,REC-03,filled,2025-07-19,2025-12-15,2025-10-29,1,0,0,no_material_constraint,2025-08-12T10:40:48Z,2026-05-31T23:59:59Z
2026-05-31,REQ-2025-00006,Account Executive,SAL,SLS,L2,Dublin,HM-0076,REC-21,filled,2025-09-11,2025-11-24,2025-10-18,1,0,0,no_material_constraint,2025-10-05T10:09:47Z,2026-05-31T23:59:59Z
2026-05-31,REQ-2025-00007,Manager IT Systems Engineer,ENG,ITS,L5,Austin,HM-0003,REC-03,filled,2025-09-12,2025-11-10,2025-09-19,1,0,0,hiring_manager_delay,2025-11-11T19:12:45Z,2026-05-31T23:59:59Z
2026-05-31,REQ-2025-00008,Software Engineer,ENG,SWE,L2,Toronto,HM-0005,REC-11,open,2025-10-24,2026-08-31,2026-07-31,1,2,0,no_material_constraint,2025-10-24T19:32:46Z,2026-05-31T23:59:59Z
2026-05-31,REQ-2025-00009,Senior Operations Specialist,OPS,OPS,L3,London,HM-0132,REC-13,filled,2025-11-12,2026-02-23,2026-01-15,1,0,0,no_material_constraint,2026-01-06T16:16:05Z,2026-05-31T23:59:59Z
2026-05-31,REQ-2025-00010,IT Systems Engineer,ENG,ITS,L2,Berlin,HM-0114,REC-19,open,2025-12-06,2026-06-05,2026-04-29,1,2,0,qualified_candidates,2026-04-30T10:59:43Z,2026-05-31T23:59:59Z
2026-05-31,REQ-2026-00001,Operations Specialist,SAL,OPS,L2,Dublin,HM-0122,REC-09,filled,2026-02-16,2026-05-04,2026-03-27,1,0,0,qualified_candidates,2026-03-24T15:41:41Z,2026-05-31T23:59:59Z
2026-05-31,REQ-2026-00002,Manager Operations Specialist,OPS,OPS,L5,Toronto,HM-0145,REC-18,open,2026-03-20,2026-08-24,2026-06-22,1,2,0,niche_skills,2026-03-20T13:49:46Z,2026-05-31T23:59:59Z
2026-05-31,REQ-2026-00003,Operations Specialist,OPS,OPS,L2,Austin,HM-0057,REC-05,filled,2026-04-07,2026-12-14,2026-11-04,1,0,0,qualified_candidates,2026-05-04T17:19:46Z,2026-05-31T23:59:59Z
2026-05-31,REQ-2026-00004,Lead Marketing Specialist,PRD,MKT,L4,Toronto,HM-0033,REC-16,open,2026-05-24,2026-10-12,2026-08-26,1,2,0,no_material_constraint,2026-05-24T16:36:48Z,2026-05-31T23:59:59Z
